ensgene,baseMean,log2FoldChange,lfcSE,pvalue,padj,external_gene_name,description,gene_biotype
ENSG00000000003,65.8231839571422,-1.1401112112271266,0.29480417250841234,1.0571937543529312e-5,9.32799951182409e-5,TSPAN6,tetraspanin 6 [Source:HGNC Symbol;Acc:HGNC:11858],protein_coding
ENSG00000000419,278.5102762793392,-0.660213663418039,0.13037193520775445,1.0390724206364429e-7,1.3382794493099563e-6,DPM1,"dolichyl-phosphate mannosyltransferase subunit 1, catalytic [Source:HGNC Symbol;Acc:HGNC:3005]",protein_coding
ENSG00000000457,63.527072842320315,0.43404430913030184,0.268182124855824,0.038970310035797984,0.11205532245665449,SCYL3,SCY1 like pseudokinase 3 [Source:HGNC Symbol;Acc:HGNC:19285],protein_coding
ENSG00000000460,56.768897434341625,-1.1129708773356832,0.28040129591436136,7.172665874671703e-6,6.549424612561023e-5,C1orf112,chromosome 1 open reading frame 112 [Source:HGNC Symbol;Acc:HGNC:25565],protein_coding
ENSG00000001036,398.00975610881,0.16351884305350647,0.14400924255303474,0.219945246752502,0.39955360353352587,FUCA2,alpha-L-fucosidase 2 [Source:HGNC Symbol;Acc:HGNC:4008],protein_coding
ENSG00000001084,171.00201226230158,0.41939539847071666,0.18760212718465133,0.011385064376762365,0.041992276551162624,GCLC,glutamate-cysteine ligase catalytic subunit [Source:HGNC Symbol;Acc:HGNC:4311],protein_coding
ENSG00000001167,138.3055946804868,0.027099901731545403,0.19311258919787985,0.8718653037776556,0.9366493581393321,NFYA,nuclear transcription factor Y subunit alpha [Source:HGNC Symbol;Acc:HGNC:7804],protein_coding
ENSG00000001460,45.242408542221476,-0.04450988692500774,0.2524849878479208,0.8130843165029945,0.9005663801064365,STPG1,sperm tail PG-rich repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:28070],protein_coding
ENSG00000001461,381.197662447347,0.2924115630699075,0.12344344106793635,0.012062115105311166,0.043987324177269464,NIPAL3,NIPA like domain containing 3 [Source:HGNC Symbol;Acc:HGNC:25233],protein_coding
ENSG00000001497,254.4173759522973,-0.6216522964051779,0.16279774916262052,3.576338755183238e-5,2.819662720532579e-4,LAS1L,LAS1 like ribosome biogenesis factor [Source:HGNC Symbol;Acc:HGNC:25726],protein_coding
ENSG00000001561,63.366601803027045,0.1354845687175889,0.24695672106699548,0.47978704210149986,0.6657478663046718,ENPP4,ectonucleotide pyrophosphatase/phosphodiesterase 4 [Source:HGNC Symbol;Acc:HGNC:3359],protein_coding
ENSG00000001617,46.84661008113835,0.26724242877827586,0.32536424767818545,0.20865354826737856,0.38482988181953165,SEMA3F,semaphorin 3F [Source:HGNC Symbol;Acc:HGNC:10728],protein_coding
ENSG00000001629,115.29045949322618,0.21214324107800517,0.1850666905123933,0.19116627733126842,0.3611420653490061,ANKIB1,ankyrin repeat and IBR domain containing 1 [Source:HGNC Symbol;Acc:HGNC:22215],protein_coding
ENSG00000001630,180.4147866251336,-0.06504216231112626,0.16058146154669,0.6545937686788473,0.802073571754409,CYP51A1,cytochrome P450 family 51 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2649],protein_coding
ENSG00000001631,215.04494256114683,0.34669707016858525,0.3286715923103306,0.12008872700527712,0.2596166457253891,KRIT1,KRIT1 ankyrin repeat containing [Source:HGNC Symbol;Acc:HGNC:1573],protein_coding
ENSG00000002016,67.89956248157013,0.3118978397807077,0.27018121464723616,0.12920712465350437,0.27379433266305664,RAD52,"RAD52 homolog, DNA repair protein [Source:HGNC Symbol;Acc:HGNC:9824]",protein_coding
ENSG00000002330,354.3382238086014,0.01678626629394452,0.12921946068178927,0.894977584087522,0.9495360637602451,BAD,BCL2 associated agonist of cell death [Source:HGNC Symbol;Acc:HGNC:936],protein_coding
ENSG00000002549,269.28618411824687,0.16171543721928885,0.1684998823948804,0.2879960739937334,0.48184446712151185,LAP3,leucine aminopeptidase 3 [Source:HGNC Symbol;Acc:HGNC:18449],protein_coding
ENSG00000002586,295.9038486643786,0.15374607019554062,0.1495342057186157,0.2633554339584944,0.4535355276451636,CD99,CD99 molecule (Xg blood group) [Source:HGNC Symbol;Acc:HGNC:7082],protein_coding
ENSG00000002822,190.52721513923294,0.20353205778329594,0.16889481749313498,0.1789809261543701,0.3453399445557954,MAD1L1,mitotic arrest deficient 1 like 1 [Source:HGNC Symbol;Acc:HGNC:6762],protein_coding
ENSG00000002834,2217.662032905035,0.10181609732249404,0.048707296873541174,0.0354443615209658,0.10404458335508712,LASP1,LIM and SH3 protein 1 [Source:HGNC Symbol;Acc:HGNC:6513],protein_coding
ENSG00000002919,113.30267793937344,0.060163063976106414,0.18450713911038877,0.7110051513528874,0.8403549898141471,SNX11,sorting nexin 11 [Source:HGNC Symbol;Acc:HGNC:14975],protein_coding
ENSG00000003056,607.2176342847133,0.17191773651318656,0.09727308655813385,0.06693188662786786,0.16837321728479387,M6PR,"mannose-6-phosphate receptor, cation dependent [Source:HGNC Symbol;Acc:HGNC:6752]",protein_coding
ENSG00000003096,7.2351737072886735,-4.515206040195104,1.4612397435711082,1.0622402515233888e-4,7.540962234400494e-4,KLHL13,kelch like family member 13 [Source:HGNC Symbol;Acc:HGNC:22931],protein_coding
ENSG00000003137,13.479969367023246,-0.101066761956253,0.35294233697766597,0.5308446909813243,0.7092163700165668,CYP26B1,cytochrome P450 family 26 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:20581],protein_coding
ENSG00000003147,223.71152518349103,0.6651212204966894,0.16277807564743402,1.0723321206065676e-5,9.445106294321769e-5,ICA1,islet cell autoantigen 1 [Source:HGNC Symbol;Acc:HGNC:5343],protein_coding
ENSG00000003249,102.89379734062571,-0.07899081481801896,0.20743345548156794,0.6497665568126146,0.7989881905579038,DBNDD1,dysbindin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28455],protein_coding
ENSG00000003393,78.01689179699112,0.4760526068408411,0.30590315743631064,0.03631964730373121,0.10617821785793059,ALS2,alsin Rho guanine nucleotide exchange factor ALS2 [Source:HGNC Symbol;Acc:HGNC:443],protein_coding
