ensgene,baseMean,log2FoldChange,lfcSE,pvalue,padj,external_gene_name,description,gene_biotype
ENSG00000000003,85.36130078819787,-0.9316589646964033,0.2218824334933432,7.945266833396424e-6,3.0173506573957543e-5,TSPAN6,tetraspanin 6 [Source:HGNC Symbol;Acc:HGNC:11858],protein_coding
ENSG00000000419,405.74852593074456,-1.6780502809694744,0.11052185325465322,3.748181680938561e-53,2.0290832180864698e-51,DPM1,"dolichyl-phosphate mannosyltransferase subunit 1, catalytic [Source:HGNC Symbol;Acc:HGNC:3005]",protein_coding
ENSG00000000457,69.79093083174871,0.506731165002744,0.18772661358474133,0.004267001421328879,0.009750265144793385,SCYL3,SCY1 like pseudokinase 3 [Source:HGNC Symbol;Acc:HGNC:19285],protein_coding
ENSG00000000460,76.21489470748959,-1.7134708911322107,0.23211077629134244,2.245039324937781e-14,2.153057207589099e-13,C1orf112,chromosome 1 open reading frame 112 [Source:HGNC Symbol;Acc:HGNC:25565],protein_coding
ENSG00000000971,7.025923732777329,0.3098346763606848,0.6907363617070186,0.04121143855137868,0.07194043574811759,CFH,complement factor H [Source:HGNC Symbol;Acc:HGNC:4883],protein_coding
ENSG00000001036,541.224518638406,-1.04562240591609,0.08190235284037142,3.4762054595963624e-38,1.1604732559285856e-36,FUCA2,alpha-L-fucosidase 2 [Source:HGNC Symbol;Acc:HGNC:4008],protein_coding
ENSG00000001084,158.2574593326209,1.076123846081082,0.13175684145461494,7.854509657468169e-17,8.902835885801228e-16,GCLC,glutamate-cysteine ligase catalytic subunit [Source:HGNC Symbol;Acc:HGNC:4311],protein_coding
ENSG00000001167,156.2103939028144,-0.14361088313989936,0.15033069965167709,0.3217777620665683,0.4107096952148706,NFYA,nuclear transcription factor Y subunit alpha [Source:HGNC Symbol;Acc:HGNC:7804],protein_coding
ENSG00000001460,42.35417211765717,-0.37938606315596357,0.23021172230250306,0.07282843640243707,0.11828188425791383,STPG1,sperm tail PG-rich repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:28070],protein_coding
ENSG00000001461,231.65661102197092,0.6676639425868499,0.1095560927232487,4.704353997974249e-10,3.0551064106344113e-9,NIPAL3,NIPA like domain containing 3 [Source:HGNC Symbol;Acc:HGNC:25233],protein_coding
ENSG00000001497,253.93030291951075,-1.1068064743594763,0.11588714550050089,3.601482906403969e-22,5.705806986518649e-21,LAS1L,LAS1 like ribosome biogenesis factor [Source:HGNC Symbol;Acc:HGNC:25726],protein_coding
ENSG00000001561,52.43338112520875,0.03202349761616891,0.20003756039838627,0.866904795450662,0.8989651359936914,ENPP4,ectonucleotide pyrophosphatase/phosphodiesterase 4 [Source:HGNC Symbol;Acc:HGNC:3359],protein_coding
ENSG00000001617,38.52329396396744,1.4584645519257544,0.2733701380958756,1.3649440525736348e-8,7.573359937132938e-8,SEMA3F,semaphorin 3F [Source:HGNC Symbol;Acc:HGNC:10728],protein_coding
ENSG00000001629,83.07374658882564,0.5505044785232948,0.18740507404130974,0.001883455063846506,0.004686410550167145,ANKIB1,ankyrin repeat and IBR domain containing 1 [Source:HGNC Symbol;Acc:HGNC:22215],protein_coding
