sample,condition,gene_name,proximal_use
shCtrl-K562-R1,DMAi_full_mit,ACADSB,0.709337184024369
shCtrl-K562-R1,DMAi_full_mit,ACBD5,0.384347304778855
shCtrl-K562-R1,DMAi_full_mit,ACOX1,0.767863359156694
shCtrl-K562-R1,DMAi_full_mit,ADIPOR1,0.317017292963576
shCtrl-K562-R1,DMAi_full_mit,ADO,0.636926667089847
shCtrl-K562-R1,DMAi_full_mit,AGO3,0.902133225015895
shCtrl-K562-R1,DMAi_full_mit,AIFM2,0.744253445553197
shCtrl-K562-R1,DMAi_full_mit,AKAP8,0.523999249945238
shCtrl-K562-R1,DMAi_full_mit,AMDHD2,0.533519041080395
shCtrl-K562-R1,DMAi_full_mit,AP1G1,0.505449186440336
shCtrl-K562-R1,DMAi_full_mit,AP2B1,0.439954150335259
shCtrl-K562-R1,DMAi_full_mit,ARL8A,0.634339320194381
shCtrl-K562-R1,DMAi_full_mit,ARPP19,0.273333264249613
shCtrl-K562-R1,DMAi_full_mit,ATF7IP,0.681335934462811
shCtrl-K562-R1,DMAi_full_mit,ATP6V1C1,0.740160243305464
shCtrl-K562-R1,DMAi_full_mit,B3GALT6,0.109987560485204
shCtrl-K562-R1,DMAi_full_mit,BBIP1,0.258292992289617
shCtrl-K562-R1,DMAi_full_mit,BMPR2,0.938141358069238
shCtrl-K562-R1,DMAi_full_mit,C1orf198,0.311005660392184
shCtrl-K562-R1,DMAi_full_mit,C2orf68,0.603841326909326
shCtrl-K562-R1,DMAi_full_mit,C6orf89,0.760378576712689
shCtrl-K562-R1,DMAi_full_mit,CALM3,0.236486900560234
shCtrl-K562-R1,DMAi_full_mit,CCDC25,0.793321319980872
shCtrl-K562-R1,DMAi_full_mit,CDC42SE1,0.683025106448636
shCtrl-K562-R1,DMAi_full_mit,CENPO,0.432472710956171
shCtrl-K562-R1,DMAi_full_mit,CEP164,0.539431061449056
shCtrl-K562-R1,DMAi_full_mit,CEP41,0.19247625985206
shCtrl-K562-R1,DMAi_full_mit,CHFR,0.728466997747545
shCtrl-K562-R1,DMAi_full_mit,CMPK1,0.543246671739663
shCtrl-K562-R1,DMAi_full_mit,CREBRF,0.57070354838407
shCtrl-K562-R1,DMAi_full_mit,CSK,0.468692800901391
shCtrl-K562-R1,DMAi_full_mit,CSTF1,0.87785248766812
shCtrl-K562-R1,DMAi_full_mit,CTC1,0.809985290114139
shCtrl-K562-R1,DMAi_full_mit,CTPS2,0.638610880859313
shCtrl-K562-R1,DMAi_full_mit,CYLD,0.734869193453411
shCtrl-K562-R1,DMAi_full_mit,DMAC2L,0.586074131990896
shCtrl-K562-R1,DMAi_full_mit,DNAJC5,0.520248439101348
shCtrl-K562-R1,DMAi_full_mit,EEF1AKMT2,0.906509854835148
shCtrl-K562-R1,DMAi_full_mit,EFR3A,0.537768173045482
shCtrl-K562-R1,DMAi_full_mit,EIF2S1,0.845598797589264
shCtrl-K562-R1,DMAi_full_mit,ELP3,0.623986252124296
shCtrl-K562-R1,DMAi_full_mit,EML4,0.603541068800914
shCtrl-K562-R1,DMAi_full_mit,ENGASE,0.509712983415885
shCtrl-K562-R1,DMAi_full_mit,FAM168B,0.692268828246481
shCtrl-K562-R1,DMAi_full_mit,FAM199X,0.646847722595734
shCtrl-K562-R1,DMAi_full_mit,FBXL5,0.928795854077042
shCtrl-K562-R1,DMAi_full_mit,FBXO28,0.75861083682287
shCtrl-K562-R1,DMAi_full_mit,FER,0.738780423636554
shCtrl-K562-R1,DMAi_full_mit,FKBP9,0.493759315397389
shCtrl-K562-R1,DMAi_full_mit,FLVCR1,0.716584187243906
shCtrl-K562-R1,DMAi_full_mit,FSTL3,0.505973048958166
shCtrl-K562-R1,DMAi_full_mit,GAPVD1,0.47431594636249
shCtrl-K562-R1,DMAi_full_mit,GATAD2A,0.87513401553292
shCtrl-K562-R1,DMAi_full_mit,GID4,0.490362650522999
shCtrl-K562-R1,DMAi_full_mit,GRPEL2,0.49013148045176
shCtrl-K562-R1,DMAi_full_mit,HDAC11,0.493139877696108
shCtrl-K562-R1,DMAi_full_mit,HEXIM1,0.7385535731575
shCtrl-K562-R1,DMAi_full_mit,HINT3,0.483515320614208
shCtrl-K562-R1,DMAi_full_mit,HMCES,0.939853156578934
shCtrl-K562-R1,DMAi_full_mit,ING1,0.587493322814316
shCtrl-K562-R1,DMAi_full_mit,INPP4A,0.604322475951747
shCtrl-K562-R1,DMAi_full_mit,JMY,0.633514436116872
shCtrl-K562-R1,DMAi_full_mit,KDM2A,0.766995285483133
shCtrl-K562-R1,DMAi_full_mit,KIAA1143,0.721135645428887
shCtrl-K562-R1,DMAi_full_mit,KIAA2013,0.8492673957355
shCtrl-K562-R1,DMAi_full_mit,KIF20B,0.662405347377903
shCtrl-K562-R1,DMAi_full_mit,KLHDC10,0.687238245180083
shCtrl-K562-R1,DMAi_full_mit,KLHL36,0.36992258764207
shCtrl-K562-R1,DMAi_full_mit,LARS1,0.568186462714359
shCtrl-K562-R1,DMAi_full_mit,LMAN2,0.320650380967783
shCtrl-K562-R1,DMAi_full_mit,LMNB2,0.333228199447234
shCtrl-K562-R1,DMAi_full_mit,LRIF1,0.875760134033273
shCtrl-K562-R1,DMAi_full_mit,LSM11,0.551795791750275
shCtrl-K562-R1,DMAi_full_mit,MAP4,0.549995783250804
shCtrl-K562-R1,DMAi_full_mit,MAPK13,0.883270032914498
shCtrl-K562-R1,DMAi_full_mit,MAPKAP1,0.593893049712656
shCtrl-K562-R1,DMAi_full_mit,MCCC2,0.0573824446204948
shCtrl-K562-R1,DMAi_full_mit,MCMBP,0.731300940332816
shCtrl-K562-R1,DMAi_full_mit,MLLT6,0.430888172738885
shCtrl-K562-R1,DMAi_full_mit,MON1B,0.662978086345593
shCtrl-K562-R1,DMAi_full_mit,MOSPD2,0.595846540573439
shCtrl-K562-R1,DMAi_full_mit,MPPE1,0.944855241289813
shCtrl-K562-R1,DMAi_full_mit,MTURN,0.640640346391947
shCtrl-K562-R1,DMAi_full_mit,MXD4,0.549802550903397
shCtrl-K562-R1,DMAi_full_mit,NDRG3,0.625462785744025
shCtrl-K562-R1,DMAi_full_mit,NFYB,0.72104786377362
shCtrl-K562-R1,DMAi_full_mit,NIFK,0.697505281572491
shCtrl-K562-R1,DMAi_full_mit,NIPA1,0.435412633283065
shCtrl-K562-R1,DMAi_full_mit,NKRF,0.758140683987549
shCtrl-K562-R1,DMAi_full_mit,NOLC1,0.726692887959307
shCtrl-K562-R1,DMAi_full_mit,NSUN4,0.540765572419316
shCtrl-K562-R1,DMAi_full_mit,NUB1,0.566915833683792
shCtrl-K562-R1,DMAi_full_mit,NUP155,0.764573086813332
shCtrl-K562-R1,DMAi_full_mit,OGFOD2,0.559523656110458
shCtrl-K562-R1,DMAi_full_mit,OTUD5,0.881525801235474
shCtrl-K562-R1,DMAi_full_mit,OTULIN,0.556520508606243
shCtrl-K562-R1,DMAi_full_mit,PACC1,0.741123271904712
shCtrl-K562-R1,DMAi_full_mit,PCGF5,0.743935152537911
shCtrl-K562-R1,DMAi_full_mit,PDIA6,0.567958019296637
shCtrl-K562-R1,DMAi_full_mit,PGRMC2,0.326078110144053
shCtrl-K562-R1,DMAi_full_mit,PITPNA,0.606042920878341
shCtrl-K562-R1,DMAi_full_mit,POC1A,0.810808552127585
shCtrl-K562-R1,DMAi_full_mit,PRDM4,0.574343519802106
shCtrl-K562-R1,DMAi_full_mit,PRKAB2,0.673777353099732
shCtrl-K562-R1,DMAi_full_mit,PSMD12,0.918809881357671
shCtrl-K562-R1,DMAi_full_mit,PTGFRN,0.517444052332094
shCtrl-K562-R1,DMAi_full_mit,PURB,0.623554682325004
shCtrl-K562-R1,DMAi_full_mit,RAB11FIP1,0.499233592446312
shCtrl-K562-R1,DMAi_full_mit,RAB35,0.896235725768671
shCtrl-K562-R1,DMAi_full_mit,RAB8B,0.77021665099393
shCtrl-K562-R1,DMAi_full_mit,RAI14,0.490451965408322
shCtrl-K562-R1,DMAi_full_mit,RALGPS2,0.579935622953071
shCtrl-K562-R1,DMAi_full_mit,RAP1GDS1,0.826986171441325
shCtrl-K562-R1,DMAi_full_mit,RC3H2,0.578747171804372
shCtrl-K562-R1,DMAi_full_mit,RIOK3,0.636139155265549
shCtrl-K562-R1,DMAi_full_mit,RNASEH1,0.725908072761704
shCtrl-K562-R1,DMAi_full_mit,RNF114,0.488066504855736
shCtrl-K562-R1,DMAi_full_mit,SAP130,0.849406988351321
shCtrl-K562-R1,DMAi_full_mit,SEC14L2,0.698715527071227
shCtrl-K562-R1,DMAi_full_mit,SIN3A,0.857555254084603
shCtrl-K562-R1,DMAi_full_mit,SLC44A2,0.442810535072101
shCtrl-K562-R1,DMAi_full_mit,SLF2,0.555155077434398
shCtrl-K562-R1,DMAi_full_mit,SNRNP48,0.466306674364509
shCtrl-K562-R1,DMAi_full_mit,SNU13,0.629595015883679
shCtrl-K562-R1,DMAi_full_mit,SPATA2,0.841384002924032
shCtrl-K562-R1,DMAi_full_mit,SPTLC2,0.459877760708132
shCtrl-K562-R1,DMAi_full_mit,STAG1,0.566715069142585
shCtrl-K562-R1,DMAi_full_mit,STX6,0.620078710849009
shCtrl-K562-R1,DMAi_full_mit,TASOR,0.610161424939968
shCtrl-K562-R1,DMAi_full_mit,TATDN3,0.596414541160926
shCtrl-K562-R1,DMAi_full_mit,TBC1D14,0.522670674592183
shCtrl-K562-R1,DMAi_full_mit,TM7SF3,0.835850682246267
shCtrl-K562-R1,DMAi_full_mit,TMEM123,0.519152769000536
shCtrl-K562-R1,DMAi_full_mit,TMEM167B,0.616676717226422
shCtrl-K562-R1,DMAi_full_mit,TMEM183A,0.807517738604272
shCtrl-K562-R1,DMAi_full_mit,TMEM9B,0.525824786483616
shCtrl-K562-R1,DMAi_full_mit,TNFRSF10B,0.508363666103823
shCtrl-K562-R1,DMAi_full_mit,TOR1AIP1,0.626579606245271
shCtrl-K562-R1,DMAi_full_mit,TP53RK,0.866553377781248
shCtrl-K562-R1,DMAi_full_mit,TRIM13,0.899174670227641
shCtrl-K562-R1,DMAi_full_mit,TRMT6,0.726057505451208
shCtrl-K562-R1,DMAi_full_mit,TSPAN9,0.773097933214353
shCtrl-K562-R1,DMAi_full_mit,TTC28,0.992724226467001
shCtrl-K562-R1,DMAi_full_mit,UBE2F,0.646798355413393
shCtrl-K562-R1,DMAi_full_mit,UBE2L3,0.869553561326954
shCtrl-K562-R1,DMAi_full_mit,UBE3B,0.358940449017249
shCtrl-K562-R1,DMAi_full_mit,UBXN2B,0.621073331590694
shCtrl-K562-R1,DMAi_full_mit,USP45,0.848482690351409
shCtrl-K562-R1,DMAi_full_mit,USPL1,0.96926975053572
shCtrl-K562-R1,DMAi_full_mit,VPS26A,0.584290920861055
shCtrl-K562-R1,DMAi_full_mit,WDFY1,0.618371914400364
shCtrl-K562-R1,DMAi_full_mit,WDR35,0.675145743941166
shCtrl-K562-R1,DMAi_full_mit,XPOT,0.868608513798338
shCtrl-K562-R1,DMAi_full_mit,YPEL5,0.645697728541954
shCtrl-K562-R1,DMAi_full_mit,YTHDF1,0.680050846004326
shCtrl-K562-R1,DMAi_full_mit,ZNF134,0.64811223381157
shCtrl-K562-R1,DMAi_full_mit,ZNF473,0.609193997570897
shCtrl-K562-R1,DMAi_full_mit,ZNF770,0.65426219964268
shCtrl-K562-R1,DMAi_part_mit,AAGAB,0.895154420875233
shCtrl-K562-R1,DMAi_part_mit,AASDHPPT,0.35867069739852
shCtrl-K562-R1,DMAi_part_mit,ABCB10,0.911037975865621
shCtrl-K562-R1,DMAi_part_mit,ABCC1,0.556571141218799
shCtrl-K562-R1,DMAi_part_mit,ABCE1,0.436053891101782
shCtrl-K562-R1,DMAi_part_mit,ABHD13,0.72147195053696
shCtrl-K562-R1,DMAi_part_mit,ACAP2,0.460309631225686
shCtrl-K562-R1,DMAi_part_mit,ACP1,0.35954784893116
shCtrl-K562-R1,DMAi_part_mit,ADAM10,0.512507097451725
shCtrl-K562-R1,DMAi_part_mit,AKAP11,0.60930698494827
shCtrl-K562-R1,DMAi_part_mit,ALDH5A1,0.408230156918672
shCtrl-K562-R1,DMAi_part_mit,ANGEL2,0.574266736375252
shCtrl-K562-R1,DMAi_part_mit,ANKH,0.580476360641984
shCtrl-K562-R1,DMAi_part_mit,AP3M1,0.595281324266605
shCtrl-K562-R1,DMAi_part_mit,ARF4,0.357982657051596
shCtrl-K562-R1,DMAi_part_mit,ARFIP2,0.970905784189571
shCtrl-K562-R1,DMAi_part_mit,ARIH2,0.592317119272526
shCtrl-K562-R1,DMAi_part_mit,ARPC5,0.208257903317746
shCtrl-K562-R1,DMAi_part_mit,ASAP2,0.650380567178526
shCtrl-K562-R1,DMAi_part_mit,ATG12,0.356512693642662
shCtrl-K562-R1,DMAi_part_mit,ATG4A,0.756962437687572
shCtrl-K562-R1,DMAi_part_mit,ATG5,0.85617595636881
shCtrl-K562-R1,DMAi_part_mit,ATMIN,0.783339932307356
shCtrl-K562-R1,DMAi_part_mit,ATP11C,0.578007440030311
shCtrl-K562-R1,DMAi_part_mit,ATP6AP2,0.342649110603069
shCtrl-K562-R1,DMAi_part_mit,ATP6V0A2,0.530278331610873
shCtrl-K562-R1,DMAi_part_mit,ATP6V1G1,0.401864649239008
shCtrl-K562-R1,DMAi_part_mit,ATXN3,0.822326896699101
shCtrl-K562-R1,DMAi_part_mit,BAG4,0.650469865852847
shCtrl-K562-R1,DMAi_part_mit,BIRC6,0.880065638148803
shCtrl-K562-R1,DMAi_part_mit,BNIP3L,0.763399861080514
shCtrl-K562-R1,DMAi_part_mit,BRAP,0.753137978383481
shCtrl-K562-R1,DMAi_part_mit,BTRC,0.677995831952345
shCtrl-K562-R1,DMAi_part_mit,C12orf4,0.735291185814017
shCtrl-K562-R1,DMAi_part_mit,C9orf78,0.85316064782322
shCtrl-K562-R1,DMAi_part_mit,CAMK2N1,0.593541044412367
shCtrl-K562-R1,DMAi_part_mit,CAPN7,0.383174489320347
shCtrl-K562-R1,DMAi_part_mit,CCDC152,0.536585498750121
shCtrl-K562-R1,DMAi_part_mit,CCND1,0.589360054400961
shCtrl-K562-R1,DMAi_part_mit,CD2AP,0.846923708764133
shCtrl-K562-R1,DMAi_part_mit,CEP20,0.635612340730226
shCtrl-K562-R1,DMAi_part_mit,CGGBP1,0.620245355357433
shCtrl-K562-R1,DMAi_part_mit,CHD6,0.60476783609229
shCtrl-K562-R1,DMAi_part_mit,CHMP3,0.581057570969645
shCtrl-K562-R1,DMAi_part_mit,CHMP4B,0.714515025019621
shCtrl-K562-R1,DMAi_part_mit,CIR1,0.792906580292293
shCtrl-K562-R1,DMAi_part_mit,CITED2,0.455773473849588
shCtrl-K562-R1,DMAi_part_mit,CLINT1,0.601840433308445
shCtrl-K562-R1,DMAi_part_mit,CLPB,0.633440921997474
shCtrl-K562-R1,DMAi_part_mit,CLPX,0.870785335833536
shCtrl-K562-R1,DMAi_part_mit,CNOT8,0.448908176899361
shCtrl-K562-R1,DMAi_part_mit,COMMD8,0.745175654223425
shCtrl-K562-R1,DMAi_part_mit,COPS8,0.36648725339486
shCtrl-K562-R1,DMAi_part_mit,COX20,0.514729298581735
shCtrl-K562-R1,DMAi_part_mit,CRBN,0.444338532170554
shCtrl-K562-R1,DMAi_part_mit,CREB1,0.699964831746919
shCtrl-K562-R1,DMAi_part_mit,CRTC1,0.97071849268707
shCtrl-K562-R1,DMAi_part_mit,CTPS1,0.27721129335056
shCtrl-K562-R1,DMAi_part_mit,DCAF17,0.448291297382795
shCtrl-K562-R1,DMAi_part_mit,DCAF6,0.703699614501263
shCtrl-K562-R1,DMAi_part_mit,DCUN1D1,0.734921609656849
shCtrl-K562-R1,DMAi_part_mit,DDX19A,0.299554153775661
shCtrl-K562-R1,DMAi_part_mit,DERL1,0.286531651851131
shCtrl-K562-R1,DMAi_part_mit,DESI1,0.548673763982211
shCtrl-K562-R1,DMAi_part_mit,DICER1,0.302349163743825
shCtrl-K562-R1,DMAi_part_mit,DLGAP4,0.462543303819683
shCtrl-K562-R1,DMAi_part_mit,DNAJB1,0.27905350414427
shCtrl-K562-R1,DMAi_part_mit,DNAJC12,0.789461558355423
shCtrl-K562-R1,DMAi_part_mit,DNAJC3,0.638016185221995
shCtrl-K562-R1,DMAi_part_mit,DRAM2,0.74877483437145
shCtrl-K562-R1,DMAi_part_mit,DUSP16,0.631000006222728
shCtrl-K562-R1,DMAi_part_mit,DUSP3,0.519651962894156
shCtrl-K562-R1,DMAi_part_mit,DVL3,0.31779557179519
shCtrl-K562-R1,DMAi_part_mit,DYM,0.847771655861962
shCtrl-K562-R1,DMAi_part_mit,EDEM1,0.596698801012027
shCtrl-K562-R1,DMAi_part_mit,EFCAB14,0.417460257231408
shCtrl-K562-R1,DMAi_part_mit,EIF1AD,0.441659162700268
shCtrl-K562-R1,DMAi_part_mit,ELMOD2,0.512891983625387
shCtrl-K562-R1,DMAi_part_mit,ELOA,0.773469881981477
shCtrl-K562-R1,DMAi_part_mit,ENSG00000285330,0.403801084937348
shCtrl-K562-R1,DMAi_part_mit,ENTPD4,0.554370016679916
shCtrl-K562-R1,DMAi_part_mit,ERO1A,0.348076294899483
shCtrl-K562-R1,DMAi_part_mit,ERVK3-1,0.963653780355026
shCtrl-K562-R1,DMAi_part_mit,EXOSC6,0.728410835338606
shCtrl-K562-R1,DMAi_part_mit,EXTL2,0.673595535981402
shCtrl-K562-R1,DMAi_part_mit,FAM172A,0.852195383246012
shCtrl-K562-R1,DMAi_part_mit,FAM210B,0.270689287782998
shCtrl-K562-R1,DMAi_part_mit,FDX1,0.764774098579409
shCtrl-K562-R1,DMAi_part_mit,FGF2,0.713660114666039
shCtrl-K562-R1,DMAi_part_mit,GALNT2,0.473467735851277
shCtrl-K562-R1,DMAi_part_mit,GCLC,0.771168582911759
shCtrl-K562-R1,DMAi_part_mit,GFM1,0.571743377848943
shCtrl-K562-R1,DMAi_part_mit,GMEB2,0.457051271018486
