sample,condition,gene_name,proximal_use
shCtrl-HepG2-R1,DMAi_full_mit,ACADSB,0.589855984591581
shCtrl-HepG2-R1,DMAi_full_mit,ACBD5,0.369839929490378
shCtrl-HepG2-R1,DMAi_full_mit,ACOX1,0.675482275197724
shCtrl-HepG2-R1,DMAi_full_mit,ADIPOR1,0.375663861357045
shCtrl-HepG2-R1,DMAi_full_mit,ADO,0.534076255215425
shCtrl-HepG2-R1,DMAi_full_mit,AGO3,0.814128604988768
shCtrl-HepG2-R1,DMAi_full_mit,AIFM2,0.820687647447108
shCtrl-HepG2-R1,DMAi_full_mit,AKAP8,0.385627400670211
shCtrl-HepG2-R1,DMAi_full_mit,AMDHD2,0.461979657246835
shCtrl-HepG2-R1,DMAi_full_mit,AP1G1,0.445681153858057
shCtrl-HepG2-R1,DMAi_full_mit,AP2B1,0.480677297637273
shCtrl-HepG2-R1,DMAi_full_mit,ARL8A,0.642005909018595
shCtrl-HepG2-R1,DMAi_full_mit,ARPP19,0.367627251927409
shCtrl-HepG2-R1,DMAi_full_mit,ATF7IP,0.47480505241455
shCtrl-HepG2-R1,DMAi_full_mit,ATP6V1C1,0.700012572045412
shCtrl-HepG2-R1,DMAi_full_mit,B3GALT6,0.156497239162683
shCtrl-HepG2-R1,DMAi_full_mit,BBIP1,0.24088159235624
shCtrl-HepG2-R1,DMAi_full_mit,BMPR2,0.694177051963993
shCtrl-HepG2-R1,DMAi_full_mit,C1orf198,0.253830473125734
shCtrl-HepG2-R1,DMAi_full_mit,C2orf68,0.646282714435664
shCtrl-HepG2-R1,DMAi_full_mit,C6orf89,0.62620718839859
shCtrl-HepG2-R1,DMAi_full_mit,CALM3,0.310944539030676
shCtrl-HepG2-R1,DMAi_full_mit,CCDC25,0.773945374045807
shCtrl-HepG2-R1,DMAi_full_mit,CDC42SE1,0.492743893906577
shCtrl-HepG2-R1,DMAi_full_mit,CENPO,0.483154610867561
shCtrl-HepG2-R1,DMAi_full_mit,CEP164,0.380610595647587
shCtrl-HepG2-R1,DMAi_full_mit,CEP41,0.249357653575919
shCtrl-HepG2-R1,DMAi_full_mit,CHFR,0.796107154830023
shCtrl-HepG2-R1,DMAi_full_mit,CMPK1,0.480149888338962
shCtrl-HepG2-R1,DMAi_full_mit,CREBRF,0.500851152671725
shCtrl-HepG2-R1,DMAi_full_mit,CSK,0.53363119092924
shCtrl-HepG2-R1,DMAi_full_mit,CSTF1,0.920698091174973
shCtrl-HepG2-R1,DMAi_full_mit,CTC1,0.49458289561303
